conversation,coder,turn_id,speaker,start,stop,topic_change,topic_label
1,1,143,5f49553539747213d0e5f1ae,839.64,840.3,,
1,1,144,5cf6231511ba980001e3aa3d,840.14,840.75,,
1,1,145,5f49553539747213d0e5f1ae,840.31,843.56,1,dating
1,1,146,5cf6231511ba980001e3aa3d,843.34,879.46,,
1,1,147,5f49553539747213d0e5f1ae,880.14,890.75,,
1,1,148,5cf6231511ba980001e3aa3d,890.28,893.14,,
1,1,149,5f49553539747213d0e5f1ae,892.94,893.2,,
1,1,150,5cf6231511ba980001e3aa3d,893.14,893.46,,
1,1,151,5f49553539747213d0e5f1ae,893.2,907.44,1,money
1,1,152,5cf6231511ba980001e3aa3d,906.95,916.35,,
1,1,153,5f49553539747213d0e5f1ae,916.04,916.55,,
1,1,154,5cf6231511ba980001e3aa3d,916.35,952.1,,
1,1,155,5f49553539747213d0e5f1ae,951.74,952.16,,
1,1,156,5cf6231511ba980001e3aa3d,952.11,1004.47,,
1,1,157,5f49553539747213d0e5f1ae,1005.14,1010.84,1,conversation study
1,1,158,5cf6231511ba980001e3aa3d,1010.84,1011.07,,
1,1,159,5f49553539747213d0e5f1ae,1010.85,1022.56,,
1,1,160,5cf6231511ba980001e3aa3d,1022.24,1022.61,,
1,1,161,5f49553539747213d0e5f1ae,1022.56,1022.86,,
1,1,162,5cf6231511ba980001e3aa3d,1022.61,1027.85,,
1,1,163,5f49553539747213d0e5f1ae,1028.64,1029.45,,
1,1,164,5cf6231511ba980001e3aa3d,1029.04,1032.77,,
1,1,165,5f49553539747213d0e5f1ae,1032.51,1033.02,,
1,1,166,5cf6231511ba980001e3aa3d,1032.77,1033.27,,
1,1,167,5f49553539747213d0e5f1ae,1033.02,1034.45,,
1,1,168,5cf6231511ba980001e3aa3d,1033.84,1035.55,,
1,1,169,5f49553539747213d0e5f1ae,1035.04,1043.34,,
1,1,170,5cf6231511ba980001e3aa3d,1043.14,1043.52,,
1,1,171,5f49553539747213d0e5f1ae,1043.34,1043.83,,
1,1,172,5cf6231511ba980001e3aa3d,1043.52,1059.27,1,studies/racism
1,1,173,5f49553539747213d0e5f1ae,1059.94,1069.82,,
1,1,174,5cf6231511ba980001e3aa3d,1069.74,1070.16,,
1,1,175,5f49553539747213d0e5f1ae,1069.82,1103.26,,
1,1,176,5cf6231511ba980001e3aa3d,1102.64,1151.35,,
1,1,177,5f49553539747213d0e5f1ae,1151.74,1156.09,,
1,1,178,5cf6231511ba980001e3aa3d,1156.04,1156.67,,
1,1,179,5f49553539747213d0e5f1ae,1156.09,1175.56,,
1,1,180,5cf6231511ba980001e3aa3d,1174.97,1176.15,,
1,1,181,5f49553539747213d0e5f1ae,1176.14,1176.21,,
1,1,182,5cf6231511ba980001e3aa3d,1176.16,1204,,
1,1,183,5f49553539747213d0e5f1ae,1203.54,1204.56,,
1,1,184,5cf6231511ba980001e3aa3d,1204.01,1239.26,,
1,1,185,5f49553539747213d0e5f1ae,1239.34,1276.27,,
1,1,186,5cf6231511ba980001e3aa3d,1276.14,1301.67,,
1,1,187,5f49553539747213d0e5f1ae,1301.84,1304.21,,
1,1,188,5cf6231511ba980001e3aa3d,1303.96,1304.46,,
1,1,189,5f49553539747213d0e5f1ae,1304.21,1332.44,,
1,1,190,5cf6231511ba980001e3aa3d,1332.16,1332.95,,
1,1,191,5f49553539747213d0e5f1ae,1332.44,1358.36,,
1,1,192,5cf6231511ba980001e3aa3d,1358.84,1455.96,,
1,1,193,5f49553539747213d0e5f1ae,1456.44,1463.44,,
1,1,194,5cf6231511ba980001e3aa3d,1463.44,1463.51,,
1,1,195,5f49553539747213d0e5f1ae,1463.44,1463.58,,
1,1,196,5cf6231511ba980001e3aa3d,1463.51,1463.82,,
1,1,197,5f49553539747213d0e5f1ae,1463.58,1464.45,,
1,1,198,5cf6231511ba980001e3aa3d,1463.82,1465.3,,
1,1,199,5f49553539747213d0e5f1ae,1464.84,1465.36,,
1,1,200,5cf6231511ba980001e3aa3d,1465.31,1466.35,,
1,1,201,5f49553539747213d0e5f1ae,1465.36,1466.45,,
1,1,202,5cf6231511ba980001e3aa3d,1466.74,1476.6,,
1,1,203,5f49553539747213d0e5f1ae,1476.14,1476.35,,
1,1,204,5cf6231511ba980001e3aa3d,1476.61,1553.85,,
1,1,205,5f49553539747213d0e5f1ae,1553.64,1554.26,,
1,1,206,5cf6231511ba980001e3aa3d,1553.85,1554.17,,
1,1,207,5f49553539747213d0e5f1ae,1554.26,1575.05,,
1,1,208,5cf6231511ba980001e3aa3d,1575.04,1575.65,,
1,1,209,5f49553539747213d0e5f1ae,1575.54,1575.93,,
1,1,210,5cf6231511ba980001e3aa3d,1575.65,1576.45,,
1,1,211,5f49553539747213d0e5f1ae,1575.93,1577.67,,
1,1,212,5cf6231511ba980001e3aa3d,1577.64,1615.17,,
1,1,213,5f49553539747213d0e5f1ae,1615.44,1615.61,,
1,1,214,5cf6231511ba980001e3aa3d,1615.54,1615.78,,
1,1,215,5f49553539747213d0e5f1ae,1615.61,1616.62,,
1,1,216,5cf6231511ba980001e3aa3d,1615.78,1616.77,,
1,1,217,5f49553539747213d0e5f1ae,1616.67,1616.86,,
1,1,218,5cf6231511ba980001e3aa3d,1616.77,1617.52,,
1,1,219,5f49553539747213d0e5f1ae,1616.86,1617.06,,
1,1,220,5cf6231511ba980001e3aa3d,1617.52,1761.55,1,liberals vs conservatives 
1,1,221,5f49553539747213d0e5f1ae,1761.84,1768.85,,
1,1,222,5cf6231511ba980001e3aa3d,1768.44,1772.57,,
1,1,223,5f49553539747213d0e5f1ae,1772.54,1772.68,,
1,1,224,5cf6231511ba980001e3aa3d,1772.57,1772.69,,
1,1,225,5f49553539747213d0e5f1ae,1772.68,1772.71,,
1,1,226,5cf6231511ba980001e3aa3d,1772.69,1772.84,,
1,1,227,5f49553539747213d0e5f1ae,1772.71,1773.67,,
1,1,228,5cf6231511ba980001e3aa3d,1772.84,1774.75,,
1,1,229,5f49553539747213d0e5f1ae,1774.64,1775.06,,
1,1,230,5cf6231511ba980001e3aa3d,1774.75,1848.27,,
1,1,231,5f49553539747213d0e5f1ae,1848.64,1857.27,1,election
1,1,232,5cf6231511ba980001e3aa3d,1857.64,1891.77,,
1,1,233,5f49553539747213d0e5f1ae,1894.14,1895.96,,
1,1,234,5cf6231511ba980001e3aa3d,1896.14,1896.77,,
1,1,235,5f49553539747213d0e5f1ae,1896.64,1897.36,1,time up
1,1,236,5cf6231511ba980001e3aa3d,1897.34,1899.17,,
1,1,237,5f49553539747213d0e5f1ae,1898.64,1901.17,1,recap
1,1,238,5cf6231511ba980001e3aa3d,1901.14,1902.9,,
1,1,239,5f49553539747213d0e5f1ae,1902.64,1902.9,,
1,1,240,5cf6231511ba980001e3aa3d,1902.9,1904.26,,
1,1,241,5f49553539747213d0e5f1ae,1902.9,1909.45,,
1,1,242,5cf6231511ba980001e3aa3d,1908.41,1917.67,,
1,1,243,5f49553539747213d0e5f1ae,1917.74,1920.05,,
2,1,0,5f11f693a02cfb0f417c3c02,1.54,268.96,1,introduction
2,1,1,5ee13fce6b82194fb7a8fedc,269.54,270.76,,
2,1,2,5f11f693a02cfb0f417c3c02,272.14,273.76,,
2,1,3,5ee13fce6b82194fb7a8fedc,273.24,274.26,,
2,1,4,5f11f693a02cfb0f417c3c02,274.74,279.15,,
2,1,5,5ee13fce6b82194fb7a8fedc,278.04,279.56,,
2,1,6,5f11f693a02cfb0f417c3c02,281.04,287.16,,
2,1,7,5ee13fce6b82194fb7a8fedc,286.54,287.26,1,name
2,1,8,5f11f693a02cfb0f417c3c02,287.74,288.85,,
2,1,9,5ee13fce6b82194fb7a8fedc,289.04,290.06,,
2,1,10,5f11f693a02cfb0f417c3c02,290.34,291.26,1,location 
2,1,11,5ee13fce6b82194fb7a8fedc,291.14,294.85,,
2,1,12,5f11f693a02cfb0f417c3c02,295.34,298.36,,
2,1,13,5ee13fce6b82194fb7a8fedc,298.94,309.76,1,puppy
2,1,14,5f11f693a02cfb0f417c3c02,309.44,314.25,,
2,1,15,5ee13fce6b82194fb7a8fedc,314.64,315.56,,
2,1,16,5f11f693a02cfb0f417c3c02,315.14,317.45,,
2,1,17,5ee13fce6b82194fb7a8fedc,317.94,319.35,,
2,1,18,5f11f693a02cfb0f417c3c02,319.34,326.36,,
2,1,19,5ee13fce6b82194fb7a8fedc,326.44,327.46,,
2,1,20,5f11f693a02cfb0f417c3c02,327.24,335.56,,
2,1,21,5ee13fce6b82194fb7a8fedc,335.84,348.15,,
2,1,22,5f11f693a02cfb0f417c3c02,349.24,349.69,,
2,1,23,5ee13fce6b82194fb7a8fedc,349.24,349.75,,
2,1,24,5f11f693a02cfb0f417c3c02,349.7,354.35,,
2,1,25,5ee13fce6b82194fb7a8fedc,354.44,361.46,,
2,1,26,5f11f693a02cfb0f417c3c02,363.14,363.86,,
2,1,27,5ee13fce6b82194fb7a8fedc,365.14,366.16,1,age
2,1,28,5f11f693a02cfb0f417c3c02,366.65,367.77,,
2,1,29,5ee13fce6b82194fb7a8fedc,367.74,369.04,,
2,1,30,5f11f693a02cfb0f417c3c02,367.77,368.05,,
2,1,31,5ee13fce6b82194fb7a8fedc,369.05,373.05,,
2,1,32,5f11f693a02cfb0f417c3c02,372.87,374.56,1,school
2,1,33,5ee13fce6b82194fb7a8fedc,374.84,377.06,,
2,1,34,5f11f693a02cfb0f417c3c02,377.04,377.76,,
2,1,35,5ee13fce6b82194fb7a8fedc,378.04,378.96,,
2,1,36,5f11f693a02cfb0f417c3c02,379.44,388.35,,
2,1,37,5ee13fce6b82194fb7a8fedc,387.24,388.05,,
2,1,38,5f11f693a02cfb0f417c3c02,388.36,390.86,,
2,1,39,5ee13fce6b82194fb7a8fedc,390.94,398.46,,
2,1,40,5f11f693a02cfb0f417c3c02,399.24,405.36,,
2,1,41,5ee13fce6b82194fb7a8fedc,405.84,414.15,,
2,1,42,5f11f693a02cfb0f417c3c02,414.24,419.26,,
2,1,43,5ee13fce6b82194fb7a8fedc,419.54,440.26,,
2,1,44,5f11f693a02cfb0f417c3c02,439.64,451.96,,
2,1,45,5ee13fce6b82194fb7a8fedc,452.24,452.43,,
2,1,46,5f11f693a02cfb0f417c3c02,452.34,452.85,,
2,1,47,5ee13fce6b82194fb7a8fedc,452.43,460.16,,
2,1,48,5f11f693a02cfb0f417c3c02,460.94,487.82,1,internship
2,1,49,5ee13fce6b82194fb7a8fedc,487.74,487.93,,
2,1,50,5f11f693a02cfb0f417c3c02,487.82,496.38,,
2,1,51,5ee13fce6b82194fb7a8fedc,496.04,496.36,,
2,1,52,5f11f693a02cfb0f417c3c02,496.38,520.96,,
2,1,53,5ee13fce6b82194fb7a8fedc,521.94,530.75,1,school
2,1,54,5f11f693a02cfb0f417c3c02,530.94,546.35,,
2,1,55,5ee13fce6b82194fb7a8fedc,547.04,548.44,,
2,1,56,5f11f693a02cfb0f417c3c02,547.54,552.54,,
2,1,57,5ee13fce6b82194fb7a8fedc,552.3,557.66,,
2,1,58,5f11f693a02cfb0f417c3c02,557.52,558.93,,
2,1,59,5ee13fce6b82194fb7a8fedc,558.84,559.35,,
2,1,60,5f11f693a02cfb0f417c3c02,558.93,561.16,,
2,1,61,5ee13fce6b82194fb7a8fedc,561.34,571.36,,
2,1,62,5f11f693a02cfb0f417c3c02,571.23,571.5,,
2,1,63,5ee13fce6b82194fb7a8fedc,571.36,571.72,,
2,1,64,5f11f693a02cfb0f417c3c02,571.5,571.96,,
2,1,65,5ee13fce6b82194fb7a8fedc,571.72,575.25,,
2,1,66,5f11f693a02cfb0f417c3c02,575.64,585.66,,
2,1,67,5ee13fce6b82194fb7a8fedc,586.04,616.05,,
2,1,68,5f11f693a02cfb0f417c3c02,615.95,616.22,,
2,1,69,5ee13fce6b82194fb7a8fedc,616.06,616.42,,
2,1,70,5f11f693a02cfb0f417c3c02,616.22,617.05,,
2,1,71,5ee13fce6b82194fb7a8fedc,616.42,617.16,,
2,1,72,5f11f693a02cfb0f417c3c02,617.64,624.98,1,greek life
2,1,73,5ee13fce6b82194fb7a8fedc,624.84,625.46,,
2,1,74,5f11f693a02cfb0f417c3c02,624.99,626.26,,
2,1,75,5ee13fce6b82194fb7a8fedc,626.24,626.66,,
2,1,76,5f11f693a02cfb0f417c3c02,627.84,628.15,,
2,1,77,5ee13fce6b82194fb7a8fedc,627.84,628.39,,
2,1,78,5f11f693a02cfb0f417c3c02,628.15,628.58,,
2,1,79,5ee13fce6b82194fb7a8fedc,628.4,628.76,,
2,1,80,5f11f693a02cfb0f417c3c02,628.58,628.86,,
2,1,81,5ee13fce6b82194fb7a8fedc,629.44,657.7,,
2,1,82,5f11f693a02cfb0f417c3c02,656.96,658.26,,
2,1,83,5ee13fce6b82194fb7a8fedc,658.38,659.13,,
2,1,84,5f11f693a02cfb0f417c3c02,659.04,659.25,,
2,1,85,5ee13fce6b82194fb7a8fedc,659.14,664.25,,
2,1,86,5f11f693a02cfb0f417c3c02,663.94,676.96,,
2,1,87,5ee13fce6b82194fb7a8fedc,678.14,678.47,,
2,1,88,5f11f693a02cfb0f417c3c02,678.44,678.65,,
2,1,89,5ee13fce6b82194fb7a8fedc,678.47,700.86,,
2,1,90,5f11f693a02cfb0f417c3c02,700.59,726.75,,
2,1,91,5ee13fce6b82194fb7a8fedc,726.74,736.36,1,puppy
2,1,92,5f11f693a02cfb0f417c3c02,737.04,740.85,,
2,1,93,5ee13fce6b82194fb7a8fedc,740.44,756.48,,
2,1,94,5f11f693a02cfb0f417c3c02,756.14,756.51,,
2,1,95,5ee13fce6b82194fb7a8fedc,756.49,756.73,,
2,1,96,5f11f693a02cfb0f417c3c02,756.51,756.86,,
2,1,97,5ee13fce6b82194fb7a8fedc,756.74,785.56,1,school
2,1,98,5f11f693a02cfb0f417c3c02,786.54,791.25,,
2,1,99,5ee13fce6b82194fb7a8fedc,791.84,792.35,,
2,1,100,5f11f693a02cfb0f417c3c02,792.24,792.45,,
2,1,101,5ee13fce6b82194fb7a8fedc,792.35,796.15,,
2,1,102,5f11f693a02cfb0f417c3c02,797.84,805.06,,
2,1,103,5ee13fce6b82194fb7a8fedc,804.6,807.89,,
2,1,104,5f11f693a02cfb0f417c3c02,807.64,807.85,,
2,1,105,5ee13fce6b82194fb7a8fedc,807.89,820.09,,
2,1,106,5f11f693a02cfb0f417c3c02,819.04,819.46,,
2,1,107,5ee13fce6b82194fb7a8fedc,820.1,830.56,,
2,1,108,5f11f693a02cfb0f417c3c02,831.04,853.71,,
2,1,109,5ee13fce6b82194fb7a8fedc,853.64,853.98,,
2,1,110,5f11f693a02cfb0f417c3c02,853.71,854.04,,
2,1,111,5ee13fce6b82194fb7a8fedc,853.98,854.05,,
2,1,112,5f11f693a02cfb0f417c3c02,854.04,854.87,,
2,1,113,5ee13fce6b82194fb7a8fedc,854.05,854.66,,
2,1,114,5f11f693a02cfb0f417c3c02,854.88,859.56,,
2,1,115,5ee13fce6b82194fb7a8fedc,859.14,860.85,,
2,1,116,5f11f693a02cfb0f417c3c02,862.34,883.84,,
2,1,117,5ee13fce6b82194fb7a8fedc,883.74,883.88,,
2,1,118,5f11f693a02cfb0f417c3c02,883.84,883.91,,
2,1,119,5ee13fce6b82194fb7a8fedc,883.88,884,,
2,1,120,5f11f693a02cfb0f417c3c02,883.91,884.22,,
2,1,121,5ee13fce6b82194fb7a8fedc,884,884.36,,
2,1,122,5f11f693a02cfb0f417c3c02,884.22,888.46,1,post-graduation
2,1,123,5ee13fce6b82194fb7a8fedc,887.94,894.56,,
2,1,124,5f11f693a02cfb0f417c3c02,895.24,920.26,,
2,1,125,5ee13fce6b82194fb7a8fedc,920.34,924.26,,
2,1,126,5f11f693a02cfb0f417c3c02,924.24,938.74,,
2,1,127,5ee13fce6b82194fb7a8fedc,939.04,949.36,,
2,1,128,5f11f693a02cfb0f417c3c02,949.14,964.86,,
2,1,129,5ee13fce6b82194fb7a8fedc,965.24,965.45,,
2,1,130,5f11f693a02cfb0f417c3c02,966.14,983.96,,
2,1,131,5ee13fce6b82194fb7a8fedc,984.94,1004.07,,
2,1,132,5f11f693a02cfb0f417c3c02,1004.64,1031.93,,
2,1,133,5ee13fce6b82194fb7a8fedc,1031.84,1032.04,,
2,1,134,5f11f693a02cfb0f417c3c02,1031.93,1053.85,,
2,1,135,5ee13fce6b82194fb7a8fedc,1053.94,1054.56,,
2,1,136,5f11f693a02cfb0f417c3c02,1054.34,1057.27,,
2,1,137,5ee13fce6b82194fb7a8fedc,1057.54,1058.78,,
2,1,138,5f11f693a02cfb0f417c3c02,1058.34,1058.96,,
2,1,139,5ee13fce6b82194fb7a8fedc,1058.78,1059.55,,
2,1,140,5f11f693a02cfb0f417c3c02,1059.44,1079.27,,
2,1,141,5ee13fce6b82194fb7a8fedc,1079.14,1079.46,,
2,1,142,5f11f693a02cfb0f417c3c02,1079.27,1084.42,,
2,1,143,5ee13fce6b82194fb7a8fedc,1084.24,1084.68,,
2,1,144,5f11f693a02cfb0f417c3c02,1084.43,1093.56,1,school
2,1,145,5ee13fce6b82194fb7a8fedc,1094.24,1095.77,,
2,1,146,5f11f693a02cfb0f417c3c02,1095.94,1110.26,,
2,1,147,5ee13fce6b82194fb7a8fedc,1110.14,1110.35,,
2,1,148,5f11f693a02cfb0f417c3c02,1110.26,1115.77,,
2,1,149,5ee13fce6b82194fb7a8fedc,1115.34,1117.46,,
2,1,150,5f11f693a02cfb0f417c3c02,1117.94,1118.45,,
2,1,151,5ee13fce6b82194fb7a8fedc,1118.74,1123.26,1,extracurriculars
2,1,152,5f11f693a02cfb0f417c3c02,1123.44,1148.36,,
2,1,153,5ee13fce6b82194fb7a8fedc,1149.14,1149.44,,
2,1,154,5f11f693a02cfb0f417c3c02,1149.44,1149.62,,
2,1,155,5ee13fce6b82194fb7a8fedc,1149.44,1149.97,,
2,1,156,5f11f693a02cfb0f417c3c02,1149.62,1150.36,,
2,1,157,5ee13fce6b82194fb7a8fedc,1149.98,1152.35,,
2,1,158,5f11f693a02cfb0f417c3c02,1152.94,1170.91,,
2,1,159,5ee13fce6b82194fb7a8fedc,1170.84,1171.35,,
2,1,160,5f11f693a02cfb0f417c3c02,1170.91,1173.11,,
2,1,161,5ee13fce6b82194fb7a8fedc,1173.04,1173.36,,
2,1,162,5f11f693a02cfb0f417c3c02,1173.12,1177.22,,
